,price,stock,position,allocation
INN,11.970000267028809,0.0,0.0,0.0
INO,3.25,0.0,0.0,0.0
INOD,1.0199999809265137,0.0,0.0,0.0
INPX,0.7609999775886536,0.0,0.0,0.0
INS,39.11000061035156,0.0,0.0,0.0
INSG,5.190000057220459,0.0,0.0,0.0
INSI,18.899999618530273,0.0,0.0,0.0
INSM,25.81999969482422,0.0,0.0,0.0
INSY,0.8199999928474426,0.0,0.0,0.0
INT,29.530000686645508,0.0,0.0,0.0
INTC,44.529998779296875,0.0,0.0,0.0
INTL,36.52000045776367,0.0,0.0,0.0
INTT,5.150000095367432,0.0,0.0,0.0
INTU,241.30999755859375,0.0,0.0,0.0
INUV,0.550000011920929,0.0,0.0,0.0
INVA,14.40999984741211,0.0,0.0,0.0
INVE,5.050000190734863,0.0,0.0,0.0
INWK,3.4100000858306885,0.0,0.0,0.0
INXN,73.94000244140625,0.0,0.0,0.0
IO,7.590000152587891,0.0,0.0,0.0
IONS,67.13999938964844,0.0,0.0,0.0
IOR,11.25,16.0,180.0,0.0018000000512728407
IOSP,79.06999969482422,0.0,0.0,0.0
IOVA,17.440000534057617,0.0,0.0,0.0
IP,43.369998931884766,0.0,0.0,0.0
IPAR,66.94000244140625,0.0,0.0,0.0
IPG,22.25,0.0,0.0,0.0
IPGP,130.49000549316406,0.0,0.0,0.0
IPHI,43.040000915527344,0.0,0.0,0.0
IPHS,27.440000534057617,0.0,0.0,0.0
IPI,3.130000114440918,0.0,0.0,0.0
IQI,12.100000381469727,0.0,0.0,0.0
IR,120.76000213623047,0.0,0.0,0.0
IRBT,88.70999908447266,0.0,0.0,0.0
IRCP,17.15999984741211,0.0,0.0,0.0
IRDM,22.540000915527344,0.0,0.0,0.0
IRET,59.38999938964844,0.0,0.0,0.0
IRIX,5.309999942779541,0.0,0.0,0.0
IRL,8.949999809265137,0.0,0.0,0.0
IRM,31.729999542236328,0.0,0.0,0.0
IRR,4.800000190734863,0.0,0.0,0.0
IRS,9.359999656677246,0.0,0.0,0.0
IRWD,11.079999923706055,0.0,0.0,0.0
ISBC,10.489999771118164,0.0,0.0,0.0
ISCA,45.54999923706055,0.0,0.0,0.0
ISD,14.199999809265137,0.0,0.0,0.0
ISDR,11.449999809265137,0.0,0.0,0.0
ISG,25.739999771118164,0.0,0.0,0.0
ISIG,1.090000033378601,0.0,0.0,0.0
ISNS,5.300000190734863,0.0,0.0,0.0
ISR,0.4699999988079071,0.0,0.0,0.0
ISRG,473.7799987792969,0.0,0.0,0.0
ISRL,118.5,0.0,0.0,0.0
ISSC,4.5,0.0,0.0,0.0
IT,152.72000122070312,0.0,0.0,0.0
ITGR,68.94999694824219,0.0,0.0,0.0
ITI,5.079999923706055,0.0,0.0,0.0
ITIC,157.55999755859375,0.0,0.0,0.0
ITRI,56.4900016784668,0.0,0.0,0.0
ITRN,32.95000076293945,0.0,0.0,0.0
ITT,57.959999084472656,0.0,0.0,0.0
ITUB,8.3100004196167,0.0,0.0,0.0
ITW,146.2899932861328,0.0,0.0,0.0
IVAC,5.5,0.0,0.0,0.0
IVC,6.389999866485596,0.0,0.0,0.0
IVR,15.930000305175781,0.0,0.0,0.0
IVZ,20.219999313354492,0.0,0.0,0.0
IX,69.5999984741211,0.0,0.0,0.0
IZEA,0.5770000219345093,1.0,0.5770000219345093,5.770000383703038e-06
JACK,80.86000061035156,0.0,0.0,0.0
JAKK,0.7699999809265137,0.0,0.0,0.0
JAZZ,137.4199981689453,0.0,0.0,0.0
JBHT,91.02999877929688,0.0,0.0,0.0
JBL,26.170000076293945,0.0,0.0,0.0
JBLU,17.579999923706055,0.0,0.0,0.0
JBN,6.159999847412109,0.0,0.0,0.0
JBSS,77.30999755859375,0.0,0.0,0.0
JBT,103.7300033569336,0.0,0.0,0.0
JCE,13.630000114440918,0.0,0.0,0.0
JCI,38.7599983215332,0.0,0.0,0.0
JCOM,84.7300033569336,0.0,0.0,0.0
JCP,0.9100000262260437,0.0,0.0,0.0
JCTCF,7.699999809265137,64.0,492.79998779296875,0.004928000018303328
JDD,10.569999694824219,0.0,0.0,0.0
JE,3.2300000190734863,0.0,0.0,0.0
JEC,75.19999694824219,0.0,0.0,0.0
JEQ,6.989999771118164,0.0,0.0,0.0
JFR,9.859999656677246,0.0,0.0,0.0
JHI,16.1299991607666,0.0,0.0,0.0
JHS,14.09000015258789,0.0,0.0,0.0
JHX,12.829999923706055,21.0,269.42999839782715,0.002694300060725168
JJSF,162.55999755859375,0.0,0.0,0.0
JKHY,132.27999877929688,0.0,0.0,0.0
JKS,17.649999618530273,0.0,0.0,0.0
JLL,129.6300048828125,0.0,0.0,0.0
JLS,23.079999923706055,0.0,0.0,0.0
JMF,9.140000343322754,0.0,0.0,0.0
JMP,3.9100000858306885,0.0,0.0,0.0
JNJ,139.7899932861328,0.0,0.0,0.0
JNPR,25.149999618530273,0.0,0.0,0.0
JOB,1.100000023841858,0.0,0.0,0.0
JOBS,68.69000244140625,0.0,0.0,0.0
JOE,16.229999542236328,0.0,0.0,0.0
JOF,8.430000305175781,0.0,0.0,0.0
JOUT,80.30000305175781,0.0,0.0,0.0
JPC,9.579999923706055,0.0,0.0,0.0
JPI,23.139999389648438,0.0,0.0,0.0
JPM,108.63999938964844,0.0,0.0,0.0
JPS,9.25,0.0,0.0,0.0
JQC,7.78000020980835,0.0,0.0,0.0
JRI,16.219999313354492,0.0,0.0,0.0
JRJC,0.8999999761581421,0.0,0.0,0.0
JRO,9.739999771118164,0.0,0.0,0.0
JRS,10.420000076293945,0.0,0.0,0.0
JSD,15.619999885559082,0.0,0.0,0.0
JSM,21.59000015258789,0.0,0.0,0.0
JTA,11.470000267028809,0.0,0.0,0.0
JTD,15.979999542236328,0.0,0.0,0.0
JVA,4.360000133514404,0.0,0.0,0.0
JWN,33.810001373291016,0.0,0.0,0.0
K,57.09000015258789,0.0,0.0,0.0
KAI,80.88999938964844,0.0,0.0,0.0
KALU,91.18000030517578,0.0,0.0,0.0
KAMN,57.59000015258789,0.0,0.0,0.0
KAR,56.0,0.0,0.0,0.0
KB,38.310001373291016,0.0,0.0,0.0
KBAL,16.290000915527344,0.0,0.0,0.0
KBH,26.350000381469727,0.0,0.0,0.0
KBR,21.450000762939453,0.0,0.0,0.0
KEG,2.200000047683716,0.0,0.0,0.0
KEM,16.809999465942383,0.0,0.0,0.0
KEP,10.550000190734863,0.0,0.0,0.0
KEQU,21.5,0.0,0.0,0.0
KEX,80.91000366210938,0.0,0.0,0.0
KEY,16.520000457763672,0.0,0.0,0.0
KEYW,11.239999771118164,0.0,0.0,0.0
KF,27.450000762939453,0.0,0.0,0.0
KFRC,36.45000076293945,0.0,0.0,0.0
KFS,2.549999952316284,0.0,0.0,0.0
KFY,44.20000076293945,0.0,0.0,0.0
KGC,3.119999885559082,0.0,0.0,0.0
KGJI,0.7900000214576721,0.0,0.0,0.0
KIM,18.010000228881836,0.0,0.0,0.0
KINS,9.5,0.0,0.0,0.0
KIQ,1.3700000047683716,0.0,0.0,0.0
KIRK,4.550000190734863,0.0,0.0,0.0
KKR,24.040000915527344,0.0,0.0,0.0
KLAC,104.52999877929688,0.0,0.0,0.0
KLIC,19.139999389648438,0.0,0.0,0.0
KMB,130.91000366210938,0.0,0.0,0.0
KMF,11.670000076293945,0.0,0.0,0.0
KMI,19.959999084472656,0.0,0.0,0.0
KMPR,85.7300033569336,0.0,0.0,0.0
KMT,32.15999984741211,0.0,0.0,0.0
KMX,76.77999877929688,0.0,0.0,0.0
KNDI,4.869999885559082,0.0,0.0,0.0
KNL,20.25,0.0,0.0,0.0
KNX,30.399999618530273,0.0,0.0,0.0
KO,49.849998474121094,0.0,0.0,0.0
KOF,64.38999938964844,0.0,0.0,0.0
KOOL,0.25999999046325684,0.0,0.0,0.0
KOP,26.459999084472656,0.0,0.0,0.0
KOPN,1.1399999856948853,0.0,0.0,0.0
KOS,6.099999904632568,0.0,0.0,0.0
KOSS,2.0999999046325684,111.0,233.0999894142151,0.002330999960540477
KR,23.530000686645508,0.0,0.0,0.0
KRC,75.0999984741211,0.0,0.0,0.0
KRG,15.970000267028809,0.0,0.0,0.0
KRNY,13.600000381469727,0.0,0.0,0.0
KRO,12.890000343322754,0.0,0.0,0.0
KSM,11.600000381469727,0.0,0.0,0.0
KSS,51.150001525878906,0.0,0.0,0.0
KSU,120.88999938964844,0.0,0.0,0.0
KT,11.579999923706055,0.0,0.0,0.0
KTF,11.109999656677246,0.0,0.0,0.0
KTOS,20.829999923706055,0.0,0.0,0.0
KTP,6.75,0.0,0.0,0.0
KVHI,9.710000038146973,0.0,0.0,0.0
KW,21.139999389648438,0.0,0.0,0.0
KWR,187.5399932861328,0.0,0.0,0.0
KYN,15.3100004196167,0.0,0.0,0.0
L,51.869998931884766,0.0,0.0,0.0
LABL,49.79999923706055,0.0,0.0,0.0
LAC,3.7699999809265137,0.0,0.0,0.0
LAD,115.37000274658203,0.0,0.0,0.0
LAKE,12.09000015258789,0.0,0.0,0.0
LAMR,80.55000305175781,0.0,0.0,0.0
LANC,145.6999969482422,9.0,1311.2999725341797,0.013113000098864434
LARK,23.950000762939453,0.0,0.0,0.0
LAWS,37.560001373291016,10.0,375.60001373291016,0.0037560002443184333
LAZ,32.81999969482422,0.0,0.0,0.0
LB,24.260000228881836,0.0,0.0,0.0
LBAI,15.880000114440918,0.0,0.0,0.0
LBTYA,25.149999618530273,0.0,0.0,0.0
LBTYK,24.610000610351562,0.0,0.0,0.0
LBY,2.2200000286102295,0.0,0.0,0.0
LCI,6.090000152587891,0.0,0.0,0.0
LCII,87.54000091552734,0.0,0.0,0.0
LCNB,17.190000534057617,21.0,360.99001121520996,0.003609900214979785
LCUT,8.449999809265137,0.0,0.0,0.0
LDL,18.59000015258789,0.0,0.0,0.0
LDOS,76.12999725341797,0.0,0.0,0.0
LDP,24.010000228881836,0.0,0.0,0.0
LEA,126.04000091552734,0.0,0.0,0.0
LECO,77.5,0.0,0.0,0.0
LEE,2.9100000858306885,0.0,0.0,0.0
LEG,36.869998931884766,0.0,0.0,0.0
LEN,51.08000183105469,0.0,0.0,0.0
LEO,8.010000228881836,0.0,0.0,0.0
LEU,3.1500000953674316,0.0,0.0,0.0
LFC,11.5600004196167,0.0,0.0,0.0
LFUS,167.1199951171875,0.0,0.0,0.0
LFVN,11.119999885559082,0.0,0.0,0.0
LGCY,0.23000000417232513,0.0,0.0,0.0
LGI,15.149999618530273,0.0,0.0,0.0
LGND,112.36000061035156,0.0,0.0,0.0
LH,166.24000549316406,0.0,0.0,0.0
LHCG,114.0,0.0,0.0,0.0
LII,276.3699951171875,1.0,276.3699951171875,0.0027637000298956237
LINC,2.8399999141693115,0.0,0.0,0.0
LION,28.299999237060547,0.0,0.0,0.0
LIQT,8.960000038146973,0.0,0.0,0.0
LIVE,7.199999809265137,0.0,0.0,0.0
LJPC,5.510000228881836,0.0,0.0,0.0
LKFN,45.47999954223633,0.0,0.0,0.0
LKQ,26.479999542236328,0.0,0.0,0.0
LLEX,0.6299999952316284,0.0,0.0,0.0
LLIT,1.4199999570846558,0.0,0.0,0.0
LLL,243.77999877929688,0.0,0.0,0.0
LLNW,3.2300000190734863,0.0,0.0,0.0
LLY,116.80999755859375,0.0,0.0,0.0
LM,36.900001525878906,0.0,0.0,0.0
LMAT,26.239999771118164,19.0,498.5599956512451,0.0049856000985268245
LMNR,19.010000228881836,0.0,0.0,0.0
LMNX,20.399999618530273,0.0,0.0,0.0
LMT,340.07000732421875,0.0,0.0,0.0
LNC,62.31999969482422,0.0,0.0,0.0
LND,3.809999942779541,0.0,0.0,0.0
LNDC,9.350000381469727,0.0,0.0,0.0
LNG,64.88999938964844,0.0,0.0,0.0
LNN,77.62000274658203,0.0,0.0,0.0
LNT,48.77000045776367,0.0,0.0,0.0
LOAN,6.130000114440918,83.0,508.7900094985962,0.0050879002399143464
LODE,0.1899999976158142,0.0,0.0,0.0
LOGI,37.22999954223633,0.0,0.0,0.0
LOGM,74.76000213623047,0.0,0.0,0.0
LONE,3.25,0.0,0.0,0.0
LOPE,117.30000305175781,0.0,0.0,0.0
LOR,9.420000076293945,0.0,0.0,0.0
LORL,35.439998626708984,0.0,0.0,0.0
LOW,94.80000305175781,0.0,0.0,0.0
LPI,2.9600000381469727,0.0,0.0,0.0
LPL,6.75,0.0,0.0,0.0
LPLA,84.02999877929688,0.0,0.0,0.0
LPSN,28.15999984741211,0.0,0.0,0.0
LPT,48.380001068115234,0.0,0.0,0.0
LPTH,1.090000033378601,0.0,0.0,0.0
LPX,22.899999618530273,0.0,0.0,0.0
LQDT,6.179999828338623,0.0,0.0,0.0
LRAD,3.0799999237060547,0.0,0.0,0.0
LRCX,185.4499969482422,0.0,0.0,0.0
LRN,31.729999542236328,0.0,0.0,0.0
LSCC,11.710000038146973,0.0,0.0,0.0
LSI,97.52999877929688,0.0,0.0,0.0
LSTR,103.41000366210938,0.0,0.0,0.0
LTBR,1.1200000047683716,0.0,0.0,0.0
LTC,45.7400016784668,0.0,0.0,0.0
LTM,8.390000343322754,0.0,0.0,0.0
LTS,3.380000114440918,0.0,0.0,0.0
LTXB,37.529998779296875,0.0,0.0,0.0
LUB,1.3300000429153442,0.0,0.0,0.0
LULU,170.1999969482422,0.0,0.0,0.0
LUNA,4.400000095367432,0.0,0.0,0.0
LUV,50.959999084472656,0.0,0.0,0.0
LVS,56.970001220703125,0.0,0.0,0.0
LWAY,2.4200000762939453,0.0,0.0,0.0
LXP,9.119999885559082,0.0,0.0,0.0
LXRX,5.760000228881836,0.0,0.0,0.0
LXU,4.0,0.0,0.0,0.0
LYB,78.6500015258789,0.0,0.0,0.0
LYG,2.9100000858306885,0.0,0.0,0.0
LYTS,3.5999999046325684,0.0,0.0,0.0
LYV,62.4900016784668,0.0,0.0,0.0
LZB,32.18000030517578,0.0,0.0,0.0
M,21.270000457763672,0.0,0.0,0.0
MA,249.72999572753906,0.0,0.0,0.0
MAA,114.97000122070312,3.0,344.9100036621094,0.003449100134868403
MAC,40.27000045776367,0.0,0.0,0.0
MACK,6.25,0.0,0.0,0.0
MAG,9.260000228881836,0.0,0.0,0.0
MAGS,4.730000019073486,0.0,0.0,0.0
MAIN,40.630001068115234,0.0,0.0,0.0
MAMS,9.0,0.0,0.0,0.0
MAN,91.19000244140625,0.0,0.0,0.0
MANH,65.7300033569336,0.0,0.0,0.0
MANT,61.09000015258789,0.0,0.0,0.0
MANU,18.43000030517578,0.0,0.0,0.0
MAR,123.91000366210938,1.0,123.91000366210938,0.0012391000719167487
MARA,2.859999895095825,0.0,0.0,0.0
MARK,1.0199999809265137,0.0,0.0,0.0
MARPS,2.4000000953674316,0.0,0.0,0.0
MAS,36.900001525878906,0.0,0.0,0.0
MASI,137.72000122070312,0.0,0.0,0.0
MAT,10.970000267028809,0.0,0.0,0.0
MATW,34.869998931884766,0.0,0.0,0.0
MATX,36.439998626708984,0.0,0.0,0.0
MAV,10.6899995803833,0.0,0.0,0.0
MAXR,8.850000381469727,0.0,0.0,0.0
MBCN,39.459999084472656,5.0,197.29999542236328,0.001973000010424362
MBI,8.989999771118164,0.0,0.0,0.0
MBOT,5.869999885559082,0.0,0.0,0.0
MBT,8.09000015258789,0.0,0.0,0.0
MBTF,9.390000343322754,0.0,0.0,0.0
MBWM,31.459999084472656,0.0,0.0,0.0
MCA,14.029999732971191,0.0,0.0,0.0
MCBC,10.270000457763672,0.0,0.0,0.0
MCC,2.700000047683716,0.0,0.0,0.0
MCD,198.97000122070312,1.0,198.97000122070312,0.00198970006888346
MCEP,0.6000000238418579,0.0,0.0,0.0
MCF,2.559999942779541,0.0,0.0,0.0
MCHP,81.58999633789062,0.0,0.0,0.0
MCHX,5.090000152587891,0.0,0.0,0.0
MCI,16.040000915527344,0.0,0.0,0.0
MCK,129.08999633789062,0.0,0.0,0.0
MCO,184.60000610351562,0.0,0.0,0.0
MCR,7.920000076293945,0.0,0.0,0.0
MCRI,43.65999984741211,0.0,0.0,0.0
MCS,35.779998779296875,0.0,0.0,0.0
MCY,56.18000030517578,0.0,0.0,0.0
MD,25.81999969482422,0.0,0.0,0.0
MDC,31.6200008392334,0.0,0.0,0.0
MDCA,3.0799999237060547,0.0,0.0,0.0
MDCO,34.20000076293945,0.0,0.0,0.0
MDGL,98.80000305175781,0.0,0.0,0.0
MDLZ,52.040000915527344,0.0,0.0,0.0
MDP,55.459999084472656,0.0,0.0,0.0
MDR,6.199999809265137,0.0,0.0,0.0
MDRX,10.039999961853027,0.0,0.0,0.0
MDSO,90.6500015258789,0.0,0.0,0.0
MDT,91.63999938964844,0.0,0.0,0.0
MDU,25.34000015258789,0.0,0.0,0.0
MED,138.8699951171875,0.0,0.0,0.0
MEET,4.079999923706055,0.0,0.0,0.0
MEI,25.959999084472656,0.0,0.0,0.0
MEIP,3.049999952316284,0.0,0.0,0.0
MELI,580.6699829101562,0.0,0.0,0.0
MEN,10.779999732971191,0.0,0.0,0.0
MEOH,44.59000015258789,0.0,0.0,0.0
MERC,14.430000305175781,0.0,0.0,0.0
MESO,5.059999942779541,7.0,35.41999959945679,0.00035420000608392345
MET,47.25,0.0,0.0,0.0
MFA,7.28000020980835,0.0,0.0,0.0
MFC,17.149999618530273,0.0,0.0,0.0
MFCB,12.890000343322754,0.0,0.0,0.0
MFD,10.260000228881836,0.0,0.0,0.0
MFG,2.819999933242798,0.0,0.0,0.0
MFIN,6.480000019073486,0.0,0.0,0.0
MFL,12.960000038146973,0.0,0.0,0.0
MFM,6.820000171661377,0.0,0.0,0.0
MFNC,15.369999885559082,0.0,0.0,0.0
MFSF,31.25,0.0,0.0,0.0
MFT,13.9399995803833,0.0,0.0,0.0
MFV,5.699999809265137,0.0,0.0,0.0
MG,14.15999984741211,0.0,0.0,0.0
MGEE,71.2300033569336,0.0,0.0,0.0
MGF,4.539999961853027,0.0,0.0,0.0
MGI,1.840000033378601,0.0,0.0,0.0
MGIC,8.800000190734863,0.0,0.0,0.0
MGLN,67.19000244140625,0.0,0.0,0.0
MGM,25.3700008392334,0.0,0.0,0.0
MGPI,63.52000045776367,0.0,0.0,0.0
MGRC,56.84000015258789,0.0,0.0,0.0
MGU,22.34000015258789,0.0,0.0,0.0
MHD,16.270000457763672,0.0,0.0,0.0
MHE,12.6899995803833,0.0,0.0,0.0
MHF,7.489999771118164,0.0,0.0,0.0
MHH,5.099999904632568,15.0,76.49999856948853,0.0007650000074858422
MHI,11.930000305175781,0.0,0.0,0.0
MHK,141.7100067138672,0.0,0.0,0.0
MHLA,15.180000305175781,0.0,0.0,0.0
MHLD,0.5899999737739563,0.0,0.0,0.0
MHN,13.279999732971191,0.0,0.0,0.0
MHO,27.790000915527344,0.0,0.0,0.0
MIC,40.439998626708984,0.0,0.0,0.0
MICR,2.5999999046325684,0.0,0.0,0.0
MIDD,136.97000122070312,0.0,0.0,0.0
MIN,3.759999990463257,0.0,0.0,0.0
MIND,3.690000057220459,0.0,0.0,0.0
MINI,33.06999969482422,0.0,0.0,0.0
MITK,10.0600004196167,45.0,452.70001888275146,0.004527000317778715
MITT,15.880000114440918,0.0,0.0,0.0
MIY,13.5600004196167,0.0,0.0,0.0
MKC,156.27000427246094,0.0,0.0,0.0
MKL,1064.5899658203125,1.0,1064.5899658203125,0.010645899961450635
MKSI,74.0999984741211,0.0,0.0,0.0
MKTX,291.6199951171875,0.0,0.0,0.0
MLAB,250.69000244140625,1.0,250.69000244140625,0.002506900095822888
MLCO,20.639999389648438,0.0,0.0,0.0
MLHR,37.20000076293945,0.0,0.0,0.0
MLI,27.5,0.0,0.0,0.0
MLM,212.72999572753906,0.0,0.0,0.0
MLND,15.859999656677246,0.0,0.0,0.0
MLNT,2.809999942779541,0.0,0.0,0.0
MLNX,109.80000305175781,0.0,0.0,0.0
MLP,10.15999984741211,0.0,0.0,0.0
MLPG,22.200000762939453,0.0,0.0,0.0
MLPI,22.329999923706055,0.0,0.0,0.0
MLR,28.469999313354492,0.0,0.0,0.0
MLSS,0.33000001311302185,0.0,0.0,0.0
MLVF,19.860000610351562,0.0,0.0,0.0
MMC,96.19000244140625,0.0,0.0,0.0
MMD,20.3799991607666,0.0,0.0,0.0
MMLP,7.519999980926514,0.0,0.0,0.0
MMM,165.8699951171875,0.0,0.0,0.0
MMP,61.869998931884766,0.0,0.0,0.0
MMS,71.5,0.0,0.0,0.0
MMSI,52.16999816894531,0.0,0.0,0.0
MMT,5.690000057220459,0.0,0.0,0.0
MMU,13.699999809265137,179.0,2452.2999658584595,0.02452300035712007
MMYT,24.1299991607666,0.0,0.0,0.0
MN,2.0199999809265137,0.0,0.0,0.0
MNDO,2.190000057220459,0.0,0.0,0.0
MNI,2.0,0.0,0.0,0.0
MNKD,1.2200000286102295,0.0,0.0,0.0
MNOV,11.180000305175781,0.0,0.0,0.0
MNP,14.619999885559082,82.0,1198.8399906158447,0.011988400247646958
MNR,14.180000305175781,0.0,0.0,0.0
MNSB,23.170000076293945,20.0,463.4000015258789,0.004634000147257869
MNST,63.22999954223633,0.0,0.0,0.0
MNTA,12.390000343322754,0.0,0.0,0.0
MNTX,6.510000228881836,0.0,0.0,0.0
MO,52.810001373291016,0.0,0.0,0.0
MOD,13.550000190734863,0.0,0.0,0.0
MOFG,27.940000534057617,0.0,0.0,0.0
MOH,127.44999694824219,0.0,0.0,0.0
MORL,14.079999923706055,0.0,0.0,0.0
MORN,135.57000732421875,0.0,0.0,0.0
MOS,21.6200008392334,0.0,0.0,0.0
MOSY,0.1899999976158142,0.0,0.0,0.0
MOV,33.060001373291016,0.0,0.0,0.0
MPA,13.869999885559082,0.0,0.0,0.0
MPAA,18.920000076293945,0.0,0.0,0.0
MPB,24.010000228881836,0.0,0.0,0.0
MPC,50.13999938964844,0.0,0.0,0.0
MPLX,31.190000534057617,0.0,0.0,0.0
MPV,15.8100004196167,0.0,0.0,0.0
MPW,18.420000076293945,0.0,0.0,0.0
MPWR,118.76000213623047,0.0,0.0,0.0
MQT,12.399999618530273,0.0,0.0,0.0
MQY,14.279999732971191,0.0,0.0,0.0
MRC,15.369999885559082,0.0,0.0,0.0
MRCC,12.109999656677246,0.0,0.0,0.0
MRCY,68.7699966430664,0.0,0.0,0.0
MRK,81.0199966430664,0.0,0.0,0.0
MRLN,23.110000610351562,0.0,0.0,0.0
MRO,14.5600004196167,0.0,0.0,0.0
MRTN,18.809999465942383,0.0,0.0,0.0
MRVL,22.1200008392334,0.0,0.0,0.0
MS,42.709999084472656,0.0,0.0,0.0
MSA,103.29000091552734,0.0,0.0,0.0
MSB,29.420000076293945,0.0,0.0,0.0
MSBF,16.399999618530273,0.0,0.0,0.0
MSCI,217.6699981689453,0.0,0.0,0.0
MSD,9.079999923706055,0.0,0.0,0.0
MSEX,60.54999923706055,0.0,0.0,0.0
MSFT,126.18000030517578,0.0,0.0,0.0
MSG,301.6300048828125,0.0,0.0,0.0
MSGN,21.729999542236328,0.0,0.0,0.0
MSI,150.47999572753906,0.0,0.0,0.0
MSL,11.539999961853027,0.0,0.0,0.0
MSM,72.58000183105469,0.0,0.0,0.0
MSON,20.670000076293945,1.0,20.670000076293945,0.00020670000665077068
MSTR,133.9199981689453,0.0,0.0,0.0
MT,15.699999809265137,0.0,0.0,0.0
MTB,162.75,0.0,0.0,0.0
MTD,719.1300048828125,0.0,0.0,0.0
MTDR,17.809999465942383,0.0,0.0,0.0
MTEM,7.789999961853027,0.0,0.0,0.0
MTG,13.630000114440918,0.0,0.0,0.0
MTH,50.290000915527344,0.0,0.0,0.0
MTL,1.909999966621399,0.0,0.0,0.0
MTN,211.41000366210938,0.0,0.0,0.0
MTOR,20.09000015258789,0.0,0.0,0.0
MTRN,63.33000183105469,0.0,0.0,0.0
MTRX,18.770000457763672,0.0,0.0,0.0
MTSC,55.959999084472656,0.0,0.0,0.0
MTSI,13.75,0.0,0.0,0.0
MTSL,0.9800000190734863,0.0,0.0,0.0
MTT,21.790000915527344,0.0,0.0,0.0
MTW,15.0600004196167,0.0,0.0,0.0
MTX,53.65999984741211,0.0,0.0,0.0
MTZ,45.75,0.0,0.0,0.0
MU,33.81999969482422,0.0,0.0,0.0
MUA,14.920000076293945,0.0,0.0,0.0
MUC,13.470000267028809,0.0,0.0,0.0
MUE,12.239999771118164,0.0,0.0,0.0
MUI,13.949999809265137,0.0,0.0,0.0
MUJ,13.819999694824219,0.0,0.0,0.0
MUR,25.3799991607666,0.0,0.0,0.0
MUS,12.15999984741211,0.0,0.0,0.0
MUX,1.2699999809265137,0.0,0.0,0.0
MVBF,15.670000076293945,0.0,0.0,0.0
MVC,8.9399995803833,0.0,0.0,0.0
MVF,9.100000381469727,0.0,0.0,0.0
MVIS,0.7099999785423279,0.0,0.0,0.0
MVO,8.119999885559082,0.0,0.0,0.0
MVT,14.40999984741211,0.0,0.0,0.0
MWA,9.229999542236328,0.0,0.0,0.0
MX,7.949999809265137,0.0,0.0,0.0
MXC,4.199999809265137,18.0,75.59999656677246,0.0007559999872023168
MXE,10.869999885559082,0.0,0.0,0.0
MXF,13.630000114440918,0.0,0.0,0.0
MXIM,53.86000061035156,0.0,0.0,0.0
MXL,21.3700008392334,0.0,0.0,0.0
MYC,13.5,0.0,0.0,0.0
MYD,14.399999618530273,0.0,0.0,0.0
MYE,17.270000457763672,0.0,0.0,0.0
MYF,14.380000114440918,0.0,0.0,0.0
MYI,13.109999656677246,0.0,0.0,0.0
MYJ,14.6899995803833,0.0,0.0,0.0
MYL,19.170000076293945,0.0,0.0,0.0
MYN,12.680000305175781,0.0,0.0,0.0
MYND,1.1399999856948853,0.0,0.0,0.0
MYOS,1.225000023841858,0.0,0.0,0.0
MYRG,32.9900016784668,0.0,0.0,0.0
MZA,14.020000457763672,0.0,0.0,0.0
NAC,14.100000381469727,0.0,0.0,0.0
NAD,13.6899995803833,0.0,0.0,0.0
NAII,12.729999542236328,0.0,0.0,0.0
NAK,0.5,0.0,0.0,0.0
NAKD,0.26179999113082886,0.0,0.0,0.0
NAN,13.619999885559082,0.0,0.0,0.0
NANO,29.510000228881836,0.0,0.0,0.0
NAT,2.380000114440918,0.0,0.0,0.0
NATH,65.25,0.0,0.0,0.0
NATI,39.45000076293945,0.0,0.0,0.0
NATR,9.6899995803833,0.0,0.0,0.0
NAV,30.65999984741211,0.0,0.0,0.0
NAVB,1.3799999952316284,0.0,0.0,0.0
NAZ,12.920000076293945,0.0,0.0,0.0
NBB,20.780000686645508,0.0,0.0,0.0
NBH,14.300000190734863,0.0,0.0,0.0
NBHC,36.36000061035156,0.0,0.0,0.0
NBIX,78.75,0.0,0.0,0.0
NBL,21.770000457763672,0.0,0.0,0.0
NBN,21.350000381469727,0.0,0.0,0.0
NBO,12.510000228881836,0.0,0.0,0.0
NBR,2.559999942779541,0.0,0.0,0.0
NBTB,36.95000076293945,0.0,0.0,0.0
NBW,13.270000457763672,0.0,0.0,0.0
NBY,0.30000001192092896,0.0,0.0,0.0
NC,51.59000015258789,11.0,567.4900016784668,0.005674900178433693
NCA,9.920000076293945,0.0,0.0,0.0
NCB,15.9399995803833,2.0,31.8799991607666,0.00031880000068865556
NCI,22.760000228881836,0.0,0.0,0.0
NCMI,6.989999771118164,0.0,0.0,0.0
NCR,31.350000381469727,0.0,0.0,0.0
NCV,5.559999942779541,0.0,0.0,0.0
NCZ,4.940000057220459,0.0,0.0,0.0
NDAQ,90.0199966430664,0.0,0.0,0.0
NDSN,128.72999572753906,0.0,0.0,0.0
NE,1.8700000047683716,0.0,0.0,0.0
NEA,13.449999809265137,0.0,0.0,0.0
NEE,203.52999877929688,2.0,407.05999755859375,0.0040706000915366174
NEM,31.639999389648438,0.0,0.0,0.0
NEN,61.70000076293945,9.0,555.3000068664551,0.005553000226841267
NEO,21.1200008392334,0.0,0.0,0.0
